,ID,Noun Matches,Stance
1234,1852,1,unrelated
1235,241,0,unrelated
1236,1130,0,unrelated
1237,812,0,unrelated
1238,2332,11,agree
1239,1164,0,unrelated
1240,1922,0,discuss
1241,2196,0,unrelated
1242,919,0,unrelated
1243,1127,0,unrelated
1244,41,29,discuss
1245,640,0,unrelated
1246,199,10,discuss
1247,1800,54,discuss
1248,2238,22,discuss
1249,538,1,discuss
1250,2203,5,discuss
1251,721,7,discuss
1252,1305,20,discuss
1253,288,9,discuss
1254,189,11,discuss
1255,767,2,discuss
1256,2122,11,agree
1257,1496,8,agree
1258,2340,13,discuss
1259,221,0,unrelated
1260,2186,0,unrelated
1261,1273,0,unrelated
1262,1975,0,unrelated
1263,2401,5,discuss
1264,2321,34,discuss
1265,1625,0,unrelated
1266,495,12,discuss
1267,155,0,unrelated
1268,187,6,agree
1269,333,0,unrelated
1270,1556,24,discuss
1271,1149,9,discuss
1272,1170,0,unrelated
1273,337,4,discuss
1274,1972,4,discuss
1275,227,0,unrelated
1276,1483,3,unrelated
1277,1671,3,discuss
1278,2418,25,discuss
1279,871,22,discuss
1280,1121,11,discuss
1281,1582,0,unrelated
1282,1334,1,agree
1283,4,1,discuss
1284,2451,0,agree
1285,636,7,agree
1286,595,0,unrelated
1287,2271,15,discuss
1288,391,0,unrelated
1289,1769,6,discuss
1290,1171,4,agree
1291,1519,0,unrelated
1292,1035,23,agree
1293,1436,0,unrelated
1294,53,14,discuss
1295,1343,1,unrelated
1296,82,0,unrelated
1297,2104,3,agree
1298,1623,14,discuss
1299,638,4,discuss
1300,902,14,agree
1301,921,11,discuss
1302,118,3,agree
1303,2165,23,agree
1304,899,9,agree
1305,726,1,unrelated
1306,582,10,discuss
1307,1415,13,unrelated
1308,885,1,unrelated
1309,2286,0,unrelated
1310,848,12,discuss
1311,1306,14,discuss
1312,2014,0,disagree
1313,1647,0,unrelated
1314,1318,3,agree
1315,1634,0,unrelated
1316,470,0,unrelated
1317,1725,4,agree
1318,16,8,agree
1319,512,21,discuss
1320,2214,18,discuss
1321,852,4,agree
1322,709,1,unrelated
1323,423,7,discuss
1324,581,4,agree
1325,75,0,unrelated
1326,565,2,agree
1327,2031,6,agree
1328,1026,0,unrelated
1329,1119,0,unrelated
1330,1991,11,disagree
1331,1690,13,discuss
1332,546,8,discuss
1333,1847,9,agree
1334,552,10,agree
1335,149,11,discuss
1336,1551,2,agree
1337,2433,2,discuss
1338,1074,0,unrelated
1339,1672,27,discuss
1340,562,0,unrelated
1341,1144,7,discuss
1342,2345,20,agree
1343,1457,0,unrelated
1344,834,9,agree
1345,1529,13,discuss
1346,978,33,discuss
1347,1434,6,discuss
1348,1109,7,agree
1349,763,5,discuss
1350,1274,14,discuss
1351,455,22,discuss
1352,1064,5,agree
1353,1302,18,discuss
1354,1341,25,discuss
1355,851,0,unrelated
1356,1491,12,agree
1357,2227,0,unrelated
1358,729,15,agree
1359,357,10,discuss
1360,738,2,agree
1361,2135,3,agree
1362,114,20,agree
1363,1698,0,agree
1364,2347,3,agree
1365,1068,0,discuss
1366,1929,9,agree
1367,27,0,unrelated
1368,1382,14,discuss
1369,1730,0,unrelated
1370,1804,0,unrelated
1371,1007,1,discuss
1372,815,23,discuss
1373,672,1,agree
1374,1416,3,unrelated
1375,872,8,discuss
1376,2010,11,discuss
1377,696,0,unrelated
1378,386,3,discuss
1379,1017,0,unrelated
1380,1657,0,discuss
1381,273,11,discuss
1382,653,8,agree
1383,89,0,unrelated
1384,179,10,agree
1385,1956,25,discuss
1386,1579,3,discuss
1387,1952,8,discuss
1388,134,8,agree
1389,1397,25,discuss
1390,996,0,agree
1391,981,5,discuss
1392,6,18,discuss
1393,832,5,unrelated
1394,1472,7,discuss
1395,1453,2,agree
1396,502,34,agree
1397,554,0,unrelated
1398,1021,1,unrelated
1399,300,38,discuss
1400,688,10,discuss
1401,1376,0,discuss
1402,1429,0,unrelated
1403,1106,5,discuss
1404,212,16,discuss
1405,86,0,unrelated
1406,1159,0,discuss
1407,1371,11,agree
1408,1462,9,discuss
1409,147,0,unrelated
1410,1997,10,discuss
1411,2456,2,agree
1412,2145,22,agree
1413,1227,5,agree
1414,1168,5,discuss
1415,850,10,discuss
1416,2228,4,agree
1417,1063,9,discuss
1418,2005,3,agree
1419,376,31,discuss
1420,1215,7,disagree
1421,906,0,unrelated
1422,2504,19,agree
1423,482,14,discuss
1424,1522,6,discuss
1425,883,8,discuss
1426,839,8,agree
1427,567,20,discuss
1428,1909,0,unrelated
1429,1983,9,discuss
1430,1447,19,discuss
1431,716,27,agree
1432,1262,8,discuss
1433,1226,10,disagree
1434,292,21,discuss
1435,2035,0,unrelated
1436,1563,6,disagree
1437,1599,1,discuss
1438,2137,52,agree
1439,1523,9,agree
1440,427,7,agree
1441,544,9,agree
1442,406,18,discuss
1443,2048,7,discuss
1444,1344,17,discuss
1445,84,4,discuss
1446,379,0,discuss
1447,390,8,discuss
1448,1214,6,agree
1449,1025,23,discuss
1450,1356,6,discuss
1451,537,0,discuss
1452,374,8,agree
1453,1711,8,discuss
1454,1280,50,discuss
1455,481,16,discuss
1456,1123,0,disagree
1457,1683,0,disagree
1458,2051,2,agree
1459,466,8,agree
1460,2479,7,discuss
1461,718,0,unrelated
1462,1577,0,unrelated
1463,1174,16,agree
1464,843,0,unrelated
1465,1570,4,unrelated
1466,2143,6,agree
1467,790,65,discuss
1468,2318,22,discuss
1469,198,9,agree
1470,339,0,unrelated
1471,218,0,unrelated
1472,1859,20,agree
1473,1884,12,agree
1474,1154,5,discuss
1475,1320,4,discuss
1476,1501,0,discuss
1477,743,15,agree
1478,440,2,discuss
1479,109,25,discuss
1480,603,4,agree
1481,796,20,unrelated
1482,1973,9,agree
1483,780,19,discuss
1484,660,0,unrelated
1485,1969,4,discuss
1486,1405,14,discuss
1487,2267,6,agree
1488,1231,4,agree
1489,873,14,discuss
1490,1359,0,unrelated
1491,2111,13,discuss
1492,193,18,discuss
1493,1881,15,discuss
1494,506,3,agree
1495,1420,15,discuss
1496,956,7,discuss
1497,583,19,discuss
1498,2098,0,disagree
1499,1833,0,discuss
1500,1156,0,agree
1501,1057,9,discuss
1502,1404,6,agree
1503,1055,5,agree
1504,1743,4,agree
1505,1784,0,discuss
1506,2325,5,discuss
1507,2077,9,discuss
1508,1555,11,agree
1509,1967,35,discuss
1510,2170,16,agree
1511,348,11,agree
1512,395,7,agree
1513,604,10,agree
1514,95,9,agree
1515,974,19,disagree
1516,142,0,discuss
1517,2255,0,discuss
1518,1281,0,unrelated
1519,2207,5,discuss
1520,443,2,discuss
1521,475,35,discuss
1522,468,14,agree
1523,375,15,discuss
1524,620,7,discuss
1525,924,0,unrelated
1526,1652,6,agree
1527,1134,8,agree
1528,2311,9,discuss
1529,1654,5,discuss
1530,510,27,discuss
1531,888,4,agree
1532,148,4,agree
1533,1098,20,discuss
1534,2532,6,agree
1535,1152,0,unrelated
1536,364,5,agree
1537,63,13,discuss
1538,1728,4,agree
1539,1513,42,discuss
1540,140,9,discuss
1541,587,17,agree
1542,349,9,discuss
1543,432,3,agree
1544,1145,3,discuss
1545,474,17,agree
1546,462,2,discuss
1547,779,8,agree
1548,2164,7,agree
1549,210,16,agree
1550,1796,7,agree
1551,276,3,agree
1552,2446,10,discuss
1553,247,22,agree
1554,1190,34,agree
1555,701,9,discuss
1556,266,10,discuss
1557,417,5,agree
1558,2444,10,agree
1559,515,9,agree
1560,1908,2,discuss
1561,1070,26,agree
1562,303,2,unrelated
1563,1060,3,discuss
1564,611,3,discuss
1565,152,4,agree
1566,1533,4,discuss
1567,1614,17,agree
1568,541,6,discuss
1569,1518,6,agree
1570,1162,0,agree
1571,1827,0,discuss
1572,1327,12,discuss
1573,460,11,agree
1574,977,35,discuss
1575,1208,7,agree
1576,957,7,agree
1577,1201,10,discuss
1578,555,1,disagree
1579,25,5,agree
1580,589,16,discuss
1581,461,2,discuss
1582,2217,17,agree
1583,1335,28,agree
1584,948,0,agree
1585,1051,5,agree
1586,952,18,discuss
1587,1053,0,agree
1588,1417,21,discuss
1589,547,4,agree
1590,230,8,discuss
1591,827,6,agree
1592,124,8,agree
1593,1733,4,agree
1594,1046,28,agree
1595,1508,25,agree
1596,1425,16,discuss
1597,1777,19,disagree
1598,622,15,discuss
1599,2442,0,unrelated
1600,156,11,agree
1601,1732,20,discuss
1602,418,16,discuss
1603,2275,71,discuss
1604,598,14,agree
1605,523,0,discuss
1606,1700,29,discuss
1607,1392,12,disagree
1608,1532,6,agree
1609,384,6,discuss
1610,24,8,agree
1611,1132,7,discuss
1612,2178,47,disagree
1613,65,29,agree
1614,807,17,agree
1615,371,10,discuss
1616,1101,18,discuss
1617,255,0,unrelated
1618,610,26,disagree
1619,1463,15,discuss
1620,593,31,discuss
1621,1750,19,discuss
1622,536,20,discuss
1623,494,15,agree
1624,383,36,agree
1625,1065,20,discuss
1626,229,40,discuss
1627,869,5,discuss
1628,1667,8,discuss
1629,669,1,discuss
1630,445,6,disagree
1631,588,13,agree
1632,194,5,discuss
1633,1455,16,discuss
1634,560,19,disagree
1635,624,0,agree
1636,59,6,discuss
1637,110,131,discuss
1638,2013,0,discuss
1639,1542,22,discuss
1640,372,7,discuss
1641,772,8,discuss
1642,136,9,agree
1643,112,19,discuss
1644,151,6,agree
1645,282,37,agree
1646,323,28,agree
1647,1377,0,discuss
1648,410,4,agree
1649,228,9,agree
1650,982,5,agree
1651,577,15,discuss
1652,232,24,discuss
1653,1129,23,discuss
1654,200,26,discuss
1655,476,11,agree
1656,2032,22,discuss
1657,243,21,discuss
1658,285,0,agree
1659,877,42,discuss
1660,76,16,discuss
1661,307,19,discuss
1662,9,7,agree
1663,355,22,agree
1664,302,16,discuss
1665,1085,12,agree
1666,219,11,discuss
1667,352,15,discuss
1668,159,4,discuss
1669,907,1,agree
1670,828,2,agree
1671,146,17,agree
1672,854,26,discuss
1673,797,15,agree
1674,74,11,discuss
1675,135,11,agree
1676,175,0,discuss
1677,553,32,agree
1678,464,3,agree
1679,362,18,agree
1680,915,17,agree
1681,407,38,discuss
1682,1066,27,discuss
